### These 10 subgroups were generated without being based on any specific variables ###
Description: first_event = 4 & ureum <= 3.5999999046325684 (Size = 921), Quality: 0.6629
Description: first_event = 4 & ureum <= 4.099999904632568 (Size = 959), Quality: 0.6630
Description: first_event = 4 & ureum <= 4.199999809265137 (Size = 959), Quality: 0.6630
Description: first_event = 4 & m_month != 7 (Size = 1296), Quality: 0.6630
Description: count_ic_6hr != 0 & first_event = 4 (Size = 1296), Quality: 0.6630
Description: first_event = 4 & specialisme_code != 26 (Size = 1296), Quality: 0.6630
Description: first_event = 4 & geslacht = False (Size = 1296), Quality: 0.6630
Description: first_event = 4 & hr_meet_waarde1 >= 112.0 (Size = 372), Quality: 0.6645
Description: first_event = 4 & m_month = 6 (Size = 1211), Quality: 0.6668
Description: first_event = 4 & prioriteit_code = 1 (Size = 602), Quality: 0.6668

### These 10 subgroups were generated based on the condition "geslacht = True" ###
Description: geslacht = True & m_month = 5 (Size = 333), Quality: 0.9407
Description: first_event = 4 & geslacht = True (Size = 314), Quality: 0.9409
Description: geslacht = True & specialisme_code = 26 (Size = 320), Quality: 0.9420
Description: geslacht = True & m_month = 7 (Size = 327), Quality: 0.9433
Description: care_order = -1 & geslacht = True (Size = 375), Quality: 0.9473
Description: count_ic_6hr = 1 & geslacht = True (Size = 456), Quality: 0.9475
Description: first_event = 3 & geslacht = True (Size = 456), Quality: 0.9475
Description: geslacht = True & m_year = 2021 (Size = 501), Quality: 0.9546
Description: geslacht = True & specialisme_code = 1 (Size = 496), Quality: 0.9598
Description: geslacht = True & leeftijd >= 66 (Size = 1100), Quality: 0.9612

### These 10 subgroups were generated based on the condition "geslacht = False" ###
Description: first_event = 4 & geslacht = False (Size = 1296), Quality: 0.6630
Description: count_ic_6hr = 2 & geslacht = False (Size = 1211), Quality: 0.6668
Description: geslacht = False & leeftijd <= 48 (Size = 1218), Quality: 0.6687
Description: count_acute_ic = 1 & geslacht = False (Size = 1364), Quality: 0.6795
Description: geslacht = False & m_month = 6 (Size = 1431), Quality: 0.7166
Description: geslacht = False & leeftijd <= 61 (Size = 1474), Quality: 0.7175
Description: geslacht = False & leeftijd <= 68 (Size = 1635), Quality: 0.7219
Description: geslacht = False & specialisme_code = 2 (Size = 1829), Quality: 0.7685
Description: geslacht = False & hr_meet_waarde1 >= 112.0 (Size = 555), Quality: 0.7740
Description: geslacht = False & resp_meet_waarde1 >= 25.0 (Size = 457), Quality: 0.7783

### These 10 subgroups were generated based on the condition "spoed = True" ###
Description: first_event = 4 & ureum <= 5.099999904632568 (Size = 964), Quality: 0.6627
Description: first_event = 4 & m_month != 7 (Size = 1296), Quality: 0.6630
Description: count_ic_6hr != 0 & first_event = 4 (Size = 1296), Quality: 0.6630
Description: first_event = 4 & specialisme_code != 26 (Size = 1296), Quality: 0.6630
Description: first_event = 4 & leeftijd <= 63 (Size = 1296), Quality: 0.6630
Description: first_event = 4 & geslacht = False (Size = 1296), Quality: 0.6630
Description: first_event = 4 & kreatinine <= 87.0 (Size = 367), Quality: 0.6634
Description: first_event = 4 & hr_meet_waarde1 >= 114.0 (Size = 336), Quality: 0.6642
Description: first_event = 4 & m_month = 6 (Size = 1211), Quality: 0.6668
Description: first_event = 4 & prioriteit_code = 1 (Size = 602), Quality: 0.6668

### These 10 subgroups were generated based on the condition "spoed = False" ###
Description: care_order = -1 & spoed = False (Size = 354), Quality: 0.9442
Description: specialisme_code = 1 & spoed = False (Size = 358), Quality: 0.9448
Description: count_acute_ic = 1 & spoed = False (Size = 393), Quality: 0.9487
Description: first_event = 3 & spoed = False (Size = 635), Quality: 0.9546
Description: first_event != 0 & spoed = False (Size = 703), Quality: 0.9584
Description: m_month = 5 & spoed = False (Size = 514), Quality: 0.9613
Description: m_month = 8 & specialisme_code = 8 (Size = 310), Quality: 0.9706
Description: first_event = 3 & specialisme_code = 8 (Size = 310), Quality: 0.9706
Description: m_year = 2021 & specialisme_code = 8 (Size = 311), Quality: 0.9707
Description: count_ic_6hr = 1 & spoed = False (Size = 1035), Quality: 0.9715

### These 10 subgroups were generated based on the condition "specialisme_code = 2" ###
Description: first_event = 4 & specialisme_code = 2 (Size = 1211), Quality: 0.6668
Description: count_ic_6hr = 2 & m_month = 6 (Size = 1211), Quality: 0.6668
Description: count_ic_6hr = 2 & m_year = 2021 (Size = 1211), Quality: 0.6668
Description: count_death_fullcode = 0 & count_ic_6hr = 2 (Size = 1211), Quality: 0.6668
Description: count_ic_6hr = 2 & first_event = 4 (Size = 1211), Quality: 0.6668
Description: count_ic_6hr = 2 & leeftijd = 42 (Size = 1211), Quality: 0.6668
Description: count_ic_6hr = 2 & geslacht = False (Size = 1211), Quality: 0.6668
Description: leeftijd <= 42 & specialisme_code = 2 (Size = 1212), Quality: 0.6671
Description: m_year = 2021 & specialisme_code = 2 (Size = 1217), Quality: 0.6684
Description: leeftijd <= 45 & specialisme_code = 2 (Size = 1379), Quality: 0.7073

### These 10 subgroups were generated based on the condition "specialisme_code = 9" ###
Description: specialisme_code = 9 & ureum >= 31.0 (Size = 1073), Quality: 0.9982
Description: prioriteit_code = 1 & specialisme_code = 9 (Size = 4126), Quality: 0.9982
Description: hoofdverrichting_code = 3 & specialisme_code = 9 (Size = 4126), Quality: 0.9982
Description: count_death_fullcode = 1 & specialisme_code = 9 (Size = 4126), Quality: 0.9982
Description: first_event = 1 & specialisme_code = 9 (Size = 4126), Quality: 0.9982
Description: m_month = 8 & specialisme_code = 9 (Size = 1503), Quality: 0.9982
Description: m_month = 9 & specialisme_code = 9 (Size = 1110), Quality: 0.9982
Description: specialisme_code = 9 & spoed = True (Size = 4132), Quality: 0.9982
Description: m_year = 2021 & specialisme_code = 9 (Size = 4137), Quality: 0.9982
Description: nibp_meet_waarde2 >= 79.0 & specialisme_code = 9 (Size = 619), Quality: 0.9982

### These 10 subgroups were generated based on the condition "specialisme_code = 8" ###
Description: m_month = 8 & specialisme_code = 8 (Size = 310), Quality: 0.9706
Description: first_event = 3 & specialisme_code = 8 (Size = 310), Quality: 0.9706
Description: m_year = 2021 & specialisme_code = 8 (Size = 311), Quality: 0.9707
Description: count_ic_6hr = 1 & specialisme_code = 8 (Size = 377), Quality: 0.9748
Description: prioriteit_code = 0 & specialisme_code = 8 (Size = 378), Quality: 0.9748
Description: first_event != 0 & specialisme_code = 8 (Size = 378), Quality: 0.9748
Description: m_month != 12 & specialisme_code = 8 (Size = 402), Quality: 0.9763
Description: leeftijd <= 74 & specialisme_code = 8 (Size = 514), Quality: 0.9821
Description: m_year != 2022 & specialisme_code = 8 (Size = 515), Quality: 0.9821
Description: leeftijd <= 78 & specialisme_code = 8 (Size = 581), Quality: 0.9835

### No subgroups satisfy the constraints based on the condition "specialisme_code = 3" ###

### No subgroups satisfy the constraints based on the condition "specialisme_code = 7" ###

### These 10 subgroups were generated based on the condition "specialisme_code = 26" ###
Description: m_month = 7 & specialisme_code = 26 (Size = 314), Quality: 0.9409
Description: kreatinine >= 241.0 & specialisme_code = 26 (Size = 278), Quality: 0.9409
Description: count_acute_ic = 1 & specialisme_code = 26 (Size = 314), Quality: 0.9409
Description: first_event = 4 & specialisme_code = 26 (Size = 314), Quality: 0.9409
Description: m_year = 2021 & specialisme_code = 26 (Size = 316), Quality: 0.9413
Description: care_order = 1 & specialisme_code = 26 (Size = 318), Quality: 0.9417
Description: geslacht = True & specialisme_code = 26 (Size = 320), Quality: 0.9420
Description: prioriteit_code = 0 & specialisme_code = 26 (Size = 321), Quality: 0.9422
Description: specialisme_code = 26 & ureum >= 7.599999904632568 (Size = 276), Quality: 0.9424
Description: care_order != -1 & specialisme_code = 26 (Size = 323), Quality: 0.9426

### These 10 subgroups were generated based on the condition "specialisme_code = 1" ###
Description: m_month = 5 & specialisme_code = 1 (Size = 325), Quality: 0.9393
Description: count_acute_ic = 1 & specialisme_code = 1 (Size = 325), Quality: 0.9393
Description: count_ic_6hr = 1 & specialisme_code = 1 (Size = 325), Quality: 0.9393
Description: first_event = 3 & specialisme_code = 1 (Size = 325), Quality: 0.9393
Description: care_order = -1 & specialisme_code = 1 (Size = 329), Quality: 0.9400
Description: first_event != 0 & specialisme_code = 1 (Size = 340), Quality: 0.9418
